ItemRelationshipID,First_Item_ID,First_Item_Name,Second_Item_ID,Second_Item_Name,Relation_ID,Relation,Erudite,InverseErudite,IsPalindromic,IsTransitiveClosureSafe
862,1161,"Autonomic neuropathy",3742,Diarrhoea,2,Cause-effect,"may cause","may be caused by",False,False
2056,2820,"Pseudomembranous colitis",3742,Diarrhoea,2,Cause-effect,"may cause","may be caused by",False,False
2145,2955,"Microscopic colitis",3742,Diarrhoea,2,Cause-effect,"may cause","may be caused by",False,False
53276,4872,Fluorouracil,3742,Diarrhoea,2,Cause-effect,"may cause","may be caused by",False,False
4599,6348,Hyperthyroidism,3742,Diarrhoea,2,Cause-effect,"may cause","may be caused by",False,False
446,574,"Amniotic fluid embolism",3765,"Disseminated intravascular coagulation",2,Cause-effect,"may cause","may be caused by",False,False
4996,6890,"Intrauterine death",3765,"Disseminated intravascular coagulation",2,Cause-effect,"may cause","may be caused by",False,False
11041,6900,"Intravenous drug abuse",3961,"Drug abuse",26,"See also","see also","see also",True,False
2048,2811,Botulism,4015,Dysarthria,2,Cause-effect,"may cause","may be caused by",False,False
5086,7013,IUCD,4017,Dysmenorrhoea,2,Cause-effect,"may cause","may be caused by",False,False
8072,11155,Radiotherapy,4328,Eosinophilia,2,Cause-effect,"may cause","may be caused by",False,False
8851,12236,"Tobacco smoking",4328,Eosinophilia,2,Cause-effect,"may cause","may be caused by",False,False
7218,9970,Phenylbutazone,4450,"Erythema multiforme",2,Cause-effect,"may cause","may be caused by",False,False
7238,9991,Phenytoin,4450,"Erythema multiforme",2,Cause-effect,"may cause","may be caused by",False,False
9747,13454,Tularaemia,4461,"Erythema nodosum",2,Cause-effect,"may cause","may be caused by",False,False
23000,2760,Cisapride,4478,"Erythromycin estolate",12,Interaction,"interacts with","interacts with",True,False
23001,2760,Cisapride,4482,Erythromycin,12,Interaction,"interacts with","interacts with",True,False
9156,12664,"Isolated sulfite oxidase deficiency",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
2049,2811,Botulism,4629,"External ophthalmoplegia",2,Cause-effect,"may cause","may be caused by",False,False
4600,6348,Hyperthyroidism,4786,"Female infertility",2,Cause-effect,"may cause","may be caused by",False,False
8073,11155,Radiotherapy,4786,"Female infertility",2,Cause-effect,"may cause","may be caused by",False,False
23315,9970,Phenylbutazone,4847,"Fixed drug eruption",2,Cause-effect,"may cause","may be caused by",False,False
35173,11603,Rifampicin,4855,Fluconazole,12,Interaction,"interacts with","interacts with",True,False
7239,9991,Phenytoin,4894,"Folate deficiency",2,Cause-effect,"may cause","may be caused by",False,False
24801,6348,Hyperthyroidism,5083,"Gamma-glutamyl transferase levels raised (plasma or serum)",2,Cause-effect,"may cause","may be caused by",False,False
29605,9991,Phenytoin,5083,"Gamma-glutamyl transferase levels raised (plasma or serum)",2,Cause-effect,"may cause","may be caused by",False,False
7219,9970,Phenylbutazone,5245,Glomerulonephritis,2,Cause-effect,"may cause","may be caused by",False,False
8074,11155,Radiotherapy,5245,Glomerulonephritis,2,Cause-effect,"may cause","may be caused by",False,False
7220,9970,Phenylbutazone,5332,Goitre,2,Cause-effect,"may cause","may be caused by",False,False
10578,1518,"Bone marrow transplantation",5388,"Graft versus host disease",4,"Risk factor","is a risk factor for","has risk factors",False,False
2050,2811,Botulism,5402,"Gram positive bacilli / rods",2,Cause-effect,"may cause","may be caused by",False,False
2057,2820,"Pseudomembranous colitis",5402,"Gram positive bacilli / rods",2,Cause-effect,"may cause","may be caused by",False,False
32248,13454,Tularaemia,5404,"Gram negative bacilli / rods",2,Cause-effect,"may cause","may be caused by",False,False
2742,3765,"Disseminated intravascular coagulation",5534,"Haemolytic anaemia",2,Cause-effect,"may cause","may be caused by",False,False
24699,7744,"Malaria (benign tertian)",5534,"Haemolytic anaemia",2,Cause-effect,"may cause","may be caused by",False,False
4274,5906,"Histiocytosis X",5578,Haemoptysis,2,Cause-effect,"may cause","may be caused by",False,False
52725,10771,Propylthiouracil,5728,"Hepatic failure",2,Cause-effect,"may cause","may be caused by",False,False
4601,6348,Hyperthyroidism,5895,"Cardiac failure, high output",2,Cause-effect,"may cause","may be caused by",False,False
4602,6348,Hyperthyroidism,6196,Hypercalcaemia,2,Cause-effect,"may cause","may be caused by",False,False
36679,6516,Hypophosphatasia,6196,Hypercalcaemia,2,Cause-effect,"may cause","may be caused by",False,False
24262,6348,Hyperthyroidism,6220,Hypercalciuria,2,Cause-effect,"may cause","may be caused by",False,False
36680,6516,Hypophosphatasia,6220,Hypercalciuria,2,Cause-effect,"may cause","may be caused by",False,False
6033,8330,"Maturity onset diabetes of the young",6234,Hyperglycaemia,2,Cause-effect,"may cause","may be caused by",False,False
863,1161,"Autonomic neuropathy",6239,Hyperhidrosis,2,Cause-effect,"may cause","may be caused by",False,False
4603,6348,Hyperthyroidism,6239,Hyperhidrosis,2,Cause-effect,"may cause","may be caused by",False,False
8852,12236,"Tobacco smoking",6255,Hyperlipidaemia,2,Cause-effect,"may cause","may be caused by",False,False
4604,6348,Hyperthyroidism,6330,"Hypertension, systemic",2,Cause-effect,"may cause","may be caused by",False,False
7791,10748,Propofol,6372,Hypertriglyceridaemia,2,Cause-effect,"may cause","may be caused by",False,False
20422,6348,Hyperthyroidism,6412,Hypocalcaemia,2,Cause-effect,"may cause","may be caused by",False,False
7240,9991,Phenytoin,6412,Hypocalcaemia,2,Cause-effect,"may cause","may be caused by",False,False
7012,9677,Paroxetine,6483,Hyponatraemia,2,Cause-effect,"may cause","may be caused by",False,False
30163,5906,"Histiocytosis X",6522,Hypopituitarism,2,Cause-effect,"may cause","may be caused by",False,False
30164,11155,Radiotherapy,6522,Hypopituitarism,2,Cause-effect,"may cause","may be caused by",False,False
864,1161,"Autonomic neuropathy",6539,Hypotension,2,Cause-effect,"may cause","may be caused by",False,False
23742,2811,Botulism,6539,Hypotension,2,Cause-effect,"may cause","may be caused by",False,False
7807,10771,Propylthiouracil,6558,Hypothyroidism,2,Cause-effect,"may cause","may be caused by",False,False
23743,2811,Botulism,6706,"Paralytic Ileus",2,Cause-effect,"may cause","may be caused by",False,False
865,1161,"Autonomic neuropathy",6763,"Faecal incontinence",2,Cause-effect,"may cause","may be caused by",False,False
2243,3083,"Contraceptive pill, missed",6847,"Intermenstrual PV bleed",2,Cause-effect,"may cause","may be caused by",False,False
5087,7013,IUCD,6847,"Intermenstrual PV bleed",2,Cause-effect,"may cause","may be caused by",False,False
2051,2811,Botulism,6852,"Internal ophthalmoplegia",2,Cause-effect,"may cause","may be caused by",False,False
7322,10107,"Placental insufficiency",6890,"Intrauterine death",2,Cause-effect,"may cause","may be caused by",False,False
8853,12236,"Tobacco smoking",6890,"Intrauterine death",2,Cause-effect,"may cause","may be caused by",False,False
25267,10107,"Placental insufficiency",6895,"Intrauterine growth retardation",2,Cause-effect,"may cause","may be caused by",False,False
25272,12236,"Tobacco smoking",6895,"Intrauterine growth retardation",2,Cause-effect,"may cause","may be caused by",False,False
8123,11223,"Reiter syndrome",7150,Keratitis,2,Cause-effect,"may cause","may be caused by",False,False
3488,4836,"Omega-3 polyunsaturated fatty acids",7306,"Low density lipoprotein levels raised (serum or plasma)",2,Cause-effect,"may cause","may be caused by",False,False
24867,5906,"Histiocytosis X",7430,"Leucoerythroblastic anaemia",2,Cause-effect,"may cause","may be caused by",False,False
30068,12236,"Tobacco smoking",7438,"Mucosal leucoplakia",2,Cause-effect,"may cause","may be caused by",False,False
24828,9530,"Pancreatic pseudocyst",7490,"Lipase levels raised (plasma)",2,Cause-effect,"may cause","may be caused by",False,False
51025,13824,Verapamil,7518,Lithium,12,Interaction,"interacts with","interacts with",True,False
7241,9991,Phenytoin,7651,"Lupoid rash",2,Cause-effect,"may cause","may be caused by",False,False
7242,9991,Phenytoin,7678,Lymphocytosis,2,Cause-effect,"may cause","may be caused by",False,False
8075,11155,Radiotherapy,7679,Lymphoedema,2,Cause-effect,"may cause","may be caused by",False,False
886,1194,Zidovudine,7688,"Macrocytosis (erythrocyte)",2,Cause-effect,"may cause","may be caused by",False,False
7243,9991,Phenytoin,7688,"Macrocytosis (erythrocyte)",2,Cause-effect,"may cause","may be caused by",False,False
51593,4872,Fluorouracil,7691,"Maculopapular rash",2,Cause-effect,"may cause","may be caused by",False,False
11106,7744,"Malaria (benign tertian)",7728,Malaria,2,Cause-effect,"may cause","may be caused by",False,False
8272,11438,"Retrograde ejaculation",7772,"Male infertility",2,Cause-effect,"may cause","may be caused by",False,False
9941,13731,Varicocoele,7772,"Male infertility",2,Cause-effect,"may cause","may be caused by",False,False
8223,11359,"Renal vein thrombosis",7970,"Membranous glomerulonephritis",2,Cause-effect,"may cause","may be caused by",False,False
5553,7655,"Lutembacher syndrome",8288,"Mitral valve stenosis",2,Cause-effect,"may cause","may be caused by",False,False
11337,10302,"Polycythaemia rubra vera",8616,Myelofibrosis,4,"Risk factor","is a risk factor for","has risk factors",False,False
2874,3947,"Dressler syndrome",8716,Myocarditis,2,Cause-effect,"may cause","may be caused by",False,False
8076,11155,Radiotherapy,8716,Myocarditis,2,Cause-effect,"may cause","may be caused by",False,False
887,1194,Zidovudine,8723,Myopathy,2,Cause-effect,"may cause","may be caused by",False,False
17913,4872,Fluorouracil,8817,"Nausea and vomiting",2,Cause-effect,"may cause","may be caused by",False,False
4871,6706,"Paralytic Ileus",8817,"Nausea and vomiting",2,Cause-effect,"may cause","may be caused by",False,False
36681,6516,Hypophosphatasia,8902,Nephrocalcinosis,2,Cause-effect,"may cause","may be caused by",False,False
11442,11359,"Renal vein thrombosis",8905,"Nephrotic syndrome",2,Cause-effect,"may cause","may be caused by",False,False
888,1194,Zidovudine,8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
1697,2351,"Chediak-Higashi disease",8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
51595,4872,Fluorouracil,8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
4275,5906,"Histiocytosis X",8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
7221,9970,Phenylbutazone,8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
7244,9991,Phenytoin,8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
7808,10771,Propylthiouracil,8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
7222,9970,Phenylbutazone,9121,"Cholestatic jaundice",2,Cause-effect,"may cause","may be caused by",False,False
7223,9970,Phenylbutazone,9148,Oedema,2,Cause-effect,"may cause","may be caused by",False,False
4605,6348,Hyperthyroidism,9236,Onycholysis,2,Cause-effect,"may cause","may be caused by",False,False
4276,5906,"Histiocytosis X",9252,"Orbital mass",2,Cause-effect,"may cause","may be caused by",False,False
11244,9328,"Osteochondritis dissecans",9313,Osteoarthritis,6,Association,"is associated with","is associated with",True,False
4730,6516,Hypophosphatasia,9351,Osteomalacia,2,Cause-effect,"may cause","may be caused by",False,False
7246,9991,Phenytoin,9351,Osteomalacia,2,Cause-effect,"may cause","may be caused by",False,False
4607,6348,Hyperthyroidism,9385,Osteoporosis,2,Cause-effect,"may cause","may be caused by",False,False
18947,5906,"Histiocytosis X",9406,"Suppurative otitis media",2,Cause-effect,"may cause","may be caused by",False,False
23958,4021,Dyspareunia,9503,Pain,3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
23548,15544,"Back pain",9503,Pain,3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
2142,2949,"Cold agglutinins",9614,Paraproteinaemia,2,Cause-effect,"may cause","may be caused by",False,False
21757,9970,Phenylbutazone,9670,"Parotitis, acute",2,Cause-effect,"may cause","may be caused by",False,False
4731,6516,Hypophosphatasia,9720,"Pathological fracture",2,Cause-effect,"may cause","may be caused by",False,False
8077,11155,Radiotherapy,9720,"Pathological fracture",2,Cause-effect,"may cause","may be caused by",False,False
30360,9970,Phenylbutazone,9819,"Gastroduodenal ulcers",2,Cause-effect,"may cause","may be caused by",False,False
2875,3947,"Dressler syndrome",9820,Pericarditis,2,Cause-effect,"may cause","may be caused by",False,False
8078,11155,Radiotherapy,9820,Pericarditis,2,Cause-effect,"may cause","may be caused by",False,False
20526,11223,"Reiter syndrome",9820,Pericarditis,2,Cause-effect,"may cause","may be caused by",False,False
11861,1173,"Autonomic neuropathy, peripheral",9850,"Peripheral neuropathy",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
8934,12369,"Splenic rupture",10122,"Pleural effusion",2,Cause-effect,"may cause","may be caused by",False,False
2549,3491,"Decompression sickness",10195,Pneumothorax,2,Cause-effect,"may cause","may be caused by",False,False
4277,5906,"Histiocytosis X",10195,Pneumothorax,2,Cause-effect,"may cause","may be caused by",False,False
11353,5406,"Grand multiparity",10425,"Postpartum haemorrhage",4,"Risk factor","is a risk factor for","has risk factors",False,False
2744,3765,"Disseminated intravascular coagulation",10439,"Postpartum haemorrhage, primary",2,Cause-effect,"may cause","may be caused by",False,False
32698,1161,"Autonomic neuropathy",10470,"Postural hypotension",2,Cause-effect,"may cause","may be caused by",False,False
3331,4624,"External cephalic version",10589,"Premature labour and/or delivery",2,Cause-effect,"may cause","may be caused by",False,False
11370,5968,"HLA B8",10643,"Primary sclerosing cholangitis",4,"Risk factor","is a risk factor for","has risk factors",False,False
889,1194,Zidovudine,10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
4278,5906,"Histiocytosis X",10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
7224,9970,Phenylbutazone,10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
7247,9991,Phenytoin,10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
655,866,"Aplastic anemia",10703,"Red cell production reduced",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
4608,6348,Hyperthyroidism,10825,"Proximal muscle weakness",2,Cause-effect,"may cause","may be caused by",False,False
21381,6516,Hypophosphatasia,10832,"Pyrophosphate arthropathy",2,Cause-effect,"may cause","may be caused by",False,False
41324,2433,Chloroquine,10895,Psoriasis,4,"Risk factor","is a risk factor for","has risk factors",False,False
2876,3947,"Dressler syndrome",10989,"Pulmonary fibrosis",2,Cause-effect,"may cause","may be caused by",False,False
4279,5906,"Histiocytosis X",10989,"Pulmonary fibrosis",2,Cause-effect,"may cause","may be caused by",False,False
8079,11155,Radiotherapy,10989,"Pulmonary fibrosis",2,Cause-effect,"may cause","may be caused by",False,False
47881,13547,Ureterosigmoidostomy,11052,"Pyelonephritis, chronic",4,"Risk factor","is a risk factor for","has risk factors",False,False
2746,3765,"Disseminated intravascular coagulation",11080,"Pyrexia of unknown origin",2,Cause-effect,"may cause","may be caused by",False,False
7248,9991,Phenytoin,11080,"Pyrexia of unknown origin",2,Cause-effect,"may cause","may be caused by",False,False
9748,13454,Tularaemia,11080,"Pyrexia of unknown origin",2,Cause-effect,"may cause","may be caused by",False,False
13022,7352,"Left bundle branch block",11103,"QRS prolongation",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
2747,3765,"Disseminated intravascular coagulation",11263,"Renal failure, acute",2,Cause-effect,"may cause","may be caused by",False,False
11530,12430,"Still disease, juvenile-onset",11506,"Rheumatoid disease",6,Association,"is associated with","is associated with",True,False
8124,11223,"Reiter syndrome",11754,Sacroiliitis,2,Cause-effect,"may cause","may be caused by",False,False
46076,5968,"HLA B8",11797,Sarcoidosis,4,"Risk factor","is a risk factor for","has risk factors",False,False
2748,3765,"Disseminated intravascular coagulation",11855,"Red cell fragmentation",2,Cause-effect,"may cause","may be caused by",False,False
44394,10071,"Malassezia furfur",11911,"Seborrhoeic dermatitis",2,Cause-effect,"may cause","may be caused by",False,False
10669,2365,"Child abuse",11986,"Sexual abuse",6,Association,"is associated with","is associated with",True,False
18236,3491,"Decompression sickness",12013,Shock,2,Cause-effect,"may cause","may be caused by",False,False
30817,9677,Paroxetine,12050,SIADH,2,Cause-effect,"may cause","may be caused by",False,False
29901,30762,"Electrical alternans",1,"EKG abnormalities",0,Classification,"belong(s) to the category of","is the category containing",False,False
23352,29584,Amniocentesis,29,Miscarriage,2,Cause-effect,"may cause","may be caused by",False,False
25214,29043,Laparotomy,273,"Peritoneal adhesions",2,Cause-effect,"may cause","may be caused by",False,False
53391,30939,"Interleukin 11",1065,"Atrial fibrillation",2,Cause-effect,"may cause","may be caused by",False,False
26446,30001,Ketoprofen,1777,"Vesiculo-bullous rash",2,Cause-effect,"may cause","may be caused by",False,False
51582,29187,"Actinomycin D",2137,Cardiomyopathy,2,Cause-effect,"may cause","may be caused by",False,False
22967,29536,Aclarubicin,2137,Cardiomyopathy,2,Cause-effect,"may cause","may be caused by",False,False
28123,30229,Cefaclor,2208,Cephalosporins,16,"Drug family","belongs to the drug family of","is the drug family of",False,False
23780,29179,"Mucopolysaccharidosis VI",2309,"Cervical myelopathy",2,Cause-effect,"may cause","may be caused by",False,False
28228,30504,"Chloral betaine",2405,"Chloral hydrate",26,"See also","see also","see also",True,False
31763,31142,"Peripheral vascular disease",2777,"Claudication of limb",2,Cause-effect,"may cause","may be caused by",False,False
26504,30023,"Red-green color blindness",2999,"Colour vision impairment",2,Cause-effect,"may cause","may be caused by",False,False
35121,30118,Nelfinavir,3000,"Combined oral contraceptive pill",12,Interaction,"interacts with","interacts with",True,False
45657,29134,"Sotos syndrome",3043,"Conductive hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
20609,29243,"Peripartum heart failure",3066,"Dilated cardiomyopathy",2,Cause-effect,"may cause","may be caused by",False,False
28982,29708,"McLeod phenotype",3066,"Dilated cardiomyopathy",2,Cause-effect,"may cause","may be caused by",False,False
26177,29939,Loperamide,3080,Constipation,2,Cause-effect,"may cause","may be caused by",False,False
47503,30924,Sibutramine,3080,Constipation,2,Cause-effect,"may cause","may be caused by",False,False
20103,29179,"Mucopolysaccharidosis VI",3110,"Corneal opacity",2,Cause-effect,"may cause","may be caused by",False,False
22935,29530,"Cytosine arabinoside",3416,"Cytotoxic therapeutic agents",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
47417,30812,"Folic acid antagonists",3416,"Cytotoxic therapeutic agents",17,"Drug family child-parent (subtype)","belongs to drug super-family","is the drug super-family of",False,False
20703,29255,"Pyelonephritis, acute",3637,"Diabetes insipidus, nephrogenic",2,Cause-effect,"may cause","may be caused by",False,False
36061,29798,"Erythema annulare centrifugum",4466,Erythema,2,Cause-effect,"may cause","may be caused by",False,False
21859,29134,"Sotos syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
24184,29676,"Arginosuccinate synthetase deficiency",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
25378,29043,Laparotomy,4623,"Chest expansion poor",2,Cause-effect,"may cause","may be caused by",False,False
23310,29256,Meprobamate,4847,"Fixed drug eruption",2,Cause-effect,"may cause","may be caused by",False,False
26447,30001,Ketoprofen,4847,"Fixed drug eruption",2,Cause-effect,"may cause","may be caused by",False,False
26859,29201,Methimazole,5332,Goitre,2,Cause-effect,"may cause","may be caused by",False,False
48930,29630,Erythrasma,5402,"Gram positive bacilli / rods",2,Cause-effect,"may cause","may be caused by",False,False
33777,31212,Acinetobacter,5404,"Gram negative bacilli / rods",2,Cause-effect,"may cause","may be caused by",False,False
24615,29708,"McLeod phenotype",5534,"Haemolytic anaemia",2,Cause-effect,"may cause","may be caused by",False,False
25820,29538,"Atransferrinaemia, hereditary",5581,Haemosiderosis,2,Cause-effect,"may cause","may be caused by",False,False
28858,30581,Gestrinone,6196,Hypercalcaemia,2,Cause-effect,"may cause","may be caused by",False,False
47504,30924,Sibutramine,6239,Hyperhidrosis,2,Cause-effect,"may cause","may be caused by",False,False
26448,30001,Ketoprofen,6242,Hyperkalaemia,2,Cause-effect,"may cause","may be caused by",False,False
28867,30581,Gestrinone,6255,Hyperlipidaemia,2,Cause-effect,"may cause","may be caused by",False,False
20704,29255,"Pyelonephritis, acute",6330,"Hypertension, systemic",2,Cause-effect,"may cause","may be caused by",False,False
32654,30331,Isocarboxazid,6330,"Hypertension, systemic",2,Cause-effect,"may cause","may be caused by",False,False
30896,30924,Sibutramine,6330,"Hypertension, systemic",2,Cause-effect,"may cause","may be caused by",False,False
21324,29316,"Hemorrhagic adrenalitis",6397,"Adrenal cortex insufficiency",2,Cause-effect,"may cause","may be caused by",False,False
20420,29187,"Actinomycin D",6412,Hypocalcaemia,2,Cause-effect,"may cause","may be caused by",False,False
23004,29538,"Atransferrinaemia, hereditary",6425,"Hypochromia (erythrocyte)",2,Cause-effect,"may cause","may be caused by",False,False
26860,29201,Methimazole,6558,Hypothyroidism,2,Cause-effect,"may cause","may be caused by",False,False
23951,29642,"Pulmonary alveolar proteinosis",6623,"Respiratory failure",2,Cause-effect,"may cause","may be caused by",False,False
19670,29043,Laparotomy,6706,"Paralytic Ileus",2,Cause-effect,"may cause","may be caused by",False,False
20706,29255,"Pyelonephritis, acute",6890,"Intrauterine death",2,Cause-effect,"may cause","may be caused by",False,False
25280,29255,"Pyelonephritis, acute",6895,"Intrauterine growth retardation",2,Cause-effect,"may cause","may be caused by",False,False
26861,29201,Methimazole,7038,Jaundice,2,Cause-effect,"may cause","may be caused by",False,False
30549,29808,"Steatocystoma multiplex",7207,Koilonychia,2,Cause-effect,"may cause","may be caused by",False,False
31765,31142,"Peripheral vascular disease",7480,"Limb ischaemia",2,Cause-effect,"may cause","may be caused by",False,False
22968,29536,Aclarubicin,7677,Lymphocytopenia,2,Cause-effect,"may cause","may be caused by",False,False
28346,30530,"Lymphoedema-distichiasis syndrome",7679,Lymphoedema,2,Cause-effect,"may cause","may be caused by",False,False
43188,30615,Rizatriptan,8327,Moclobemide,12,Interaction,"interacts with","interacts with",True,False
30895,30924,Sibutramine,8603,Mydriasis,2,Cause-effect,"may cause","may be caused by",False,False
20415,29187,"Actinomycin D",8817,"Nausea and vomiting",2,Cause-effect,"may cause","may be caused by",False,False
22969,29536,Aclarubicin,8817,"Nausea and vomiting",2,Cause-effect,"may cause","may be caused by",False,False
28860,30581,Gestrinone,8817,"Nausea and vomiting",2,Cause-effect,"may cause","may be caused by",False,False
45654,29134,"Sotos syndrome",8881,"Neonatal jaundice",2,Cause-effect,"may cause","may be caused by",False,False
20707,29255,"Pyelonephritis, acute",8881,"Neonatal jaundice",2,Cause-effect,"may cause","may be caused by",False,False
20417,29187,"Actinomycin D",8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
26862,29201,Methimazole,8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
22970,29536,Aclarubicin,8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
39772,31184,Amodiaquine,8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
32190,31242,Stiripentol,8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
28864,30581,Gestrinone,9148,Oedema,2,Cause-effect,"may cause","may be caused by",False,False
53393,30939,"Interleukin 11",9148,Oedema,2,Cause-effect,"may cause","may be caused by",False,False
67146,31242,Stiripentol,9266,"Brain failure",2,Cause-effect,"may cause","may be caused by",False,False
18224,29070,"Osteopetrosis (benign)",9367,Osteomyelitis,4,"Risk factor","is a risk factor for","has risk factors",False,False
53395,30939,"Interleukin 11",9580,Papilloedema,2,Cause-effect,"may cause","may be caused by",False,False
30357,30001,Ketoprofen,9819,"Gastroduodenal ulcers",2,Cause-effect,"may cause","may be caused by",False,False
30352,30290,Etodolac,9819,"Gastroduodenal ulcers",2,Cause-effect,"may cause","may be caused by",False,False
43191,30615,Rizatriptan,9933,Phenelzine,12,Interaction,"interacts with","interacts with",True,False
19025,29097,"Hepatic portal vein obstruction",10388,"Portal hypertension",2,Cause-effect,"may cause","may be caused by",False,False
20709,29255,"Pyelonephritis, acute",10589,"Premature labour and/or delivery",2,Cause-effect,"may cause","may be caused by",False,False
23421,29466,"Spinal cord injury, chronic phase",10606,"Decubitus ulcer",4,"Risk factor","is a risk factor for","has risk factors",False,False
20418,29187,"Actinomycin D",10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
22971,29536,Aclarubicin,10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
23005,29538,"Atransferrinaemia, hereditary",10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
59284,26060,"Renal failure",10868,"Colonic pseudoobstruction",2,Cause-effect,"may cause","may be caused by",False,False
47483,29998,Diethylpropion,10998,"Pulmonary hypertension",2,Cause-effect,"may cause","may be caused by",False,False
54799,30924,Sibutramine,10998,"Pulmonary hypertension",2,Cause-effect,"may cause","may be caused by",False,False
53392,30939,"Interleukin 11",11017,"Pulmonary oedema",2,Cause-effect,"may cause","may be caused by",False,False
20710,29255,"Pyelonephritis, acute",11080,"Pyrexia of unknown origin",2,Cause-effect,"may cause","may be caused by",False,False
30550,29808,"Steatocystoma multiplex",11346,Nephrolithiasis,2,Cause-effect,"may cause","may be caused by",False,False
32348,31273,"Retinal perforations",11416,"Retinal pathology",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
35067,29564,Oestrogens,11603,Rifampicin,12,Interaction,"interacts with","interacts with",True,False
35161,30118,Nelfinavir,11603,Rifampicin,12,Interaction,"interacts with","interacts with",True,False
35107,29564,Oestrogens,11657,Ritonavir,12,Interaction,"interacts with","interacts with",True,False
35522,31891,"Beare-Stevenson cutis gyrata syndrome",58,"Acanthosis nigricans",2,Cause-effect,"may cause","may be caused by",False,False
33986,31599,"Short chain acyl-CoA dehydrogenase deficiency",92,"Metabolic acidosis",2,Cause-effect,"may cause","may be caused by",False,False
38989,32688,"Finnish type amyloidosis",633,Amyloidosis,2,Cause-effect,"may cause","may be caused by",False,False
